Date,Province,Gender,Age group,Employment rate,Population,Unemployment rate
2021-01,Quebec,Total - Gender,15 to 24 years,54.7,906.6,16.2
2021-01,Quebec,Total - Gender,15 to 64 years,72.7,5424.9,8.4
2021-01,Quebec,Total - Gender,15 years and over,58.3,7047.3,8.2
2021-01,Quebec,Total - Gender,25 to 54 years,83.2,3282.7,6.6
2021-01,Quebec,Total - Gender,25 years and over,58.8,6140.7,7.0
2021-01,Quebec,Total - Gender,55 years and over,30.9,2857.9,8.2
2021-01,Quebec,Women+,15 to 24 years,55.2,442.9,16.2
2021-01,Quebec,Women+,15 to 64 years,69.9,2675.8,8.3
2021-01,Quebec,Women+,15 years and over,54.5,3539.3,8.3
2021-01,Quebec,Women+,25 to 54 years,81.0,1615.7,6.6
2021-01,Quebec,Women+,25 years and over,54.4,3096.5,7.1
2021-01,Quebec,Women+,55 years and over,25.3,1480.7,8.7
2021-01,Saskatchewan,Men+,15 to 24 years,49.3,67.9,18.5
2021-01,Saskatchewan,Men+,15 to 64 years,76.6,357.6,8.4
2021-01,Saskatchewan,Men+,15 years and over,66.5,443.3,7.6
2021-01,Saskatchewan,Men+,25 to 54 years,87.6,217.0,6.4
2021-01,Saskatchewan,Men+,25 years and over,69.7,375.4,6.1
2021-01,Saskatchewan,Men+,55 years and over,45.1,158.4,5.2
2021-01,Saskatchewan,Total - Gender,15 to 24 years,53.4,130.7,15.1
2021-01,Saskatchewan,Total - Gender,15 to 64 years,73.8,703.3,7.4
2021-01,Saskatchewan,Total - Gender,15 years and over,62.3,884.9,7.0
2021-01,Saskatchewan,Total - Gender,25 to 54 years,83.2,427.6,5.8
2021-01,Saskatchewan,Total - Gender,25 years and over,63.9,754.2,5.7
2021-01,Saskatchewan,Total - Gender,55 years and over,38.6,326.6,5.3
2021-01,Saskatchewan,Women+,15 to 24 years,57.8,62.8,11.9
2021-01,Saskatchewan,Women+,15 to 64 years,70.9,345.7,6.2
2021-01,Saskatchewan,Women+,15 years and over,58.1,441.6,6.2
2021-01,Saskatchewan,Women+,25 to 54 years,78.7,210.6,5.1
2021-01,Saskatchewan,Women+,25 years and over,58.2,378.8,5.2
2021-01,Saskatchewan,Women+,55 years and over,32.4,168.2,5.4
2021-02,Alberta,Men+,15 to 24 years,51.1,266.0,20.0
2021-02,Alberta,Men+,15 to 64 years,76.1,1479.3,10.3
2021-02,Alberta,Men+,15 years and over,67.3,1763.2,9.9
2021-02,Alberta,Men+,25 to 54 years,85.1,939.8,8.2
2021-02,Alberta,Men+,25 years and over,70.2,1497.2,8.4
2021-02,Alberta,Men+,55 years and over,45.0,557.5,9.0
2021-02,Alberta,Total - Gender,15 to 24 years,50.5,517.9,19.3
2021-02,Alberta,Total - Gender,15 to 64 years,71.9,2921.7,10.2
2021-02,Alberta,Total - Gender,15 years and over,62.7,3516.6,9.9
2021-02,Alberta,Total - Gender,25 to 54 years,80.2,1859.5,8.2
2021-02,Alberta,Total - Gender,25 years and over,64.9,2998.6,8.5
2021-02,Alberta,Total - Gender,55 years and over,39.8,1139.2,9.6
2021-02,Alberta,Women+,15 to 24 years,50.0,252.0,18.5
2021-02,Alberta,Women+,15 to 64 years,67.6,1442.4,10.0
2021-02,Alberta,Women+,15 years and over,58.1,1753.4,10.0
2021-02,Alberta,Women+,25 to 54 years,75.1,919.7,8.1
2021-02,Alberta,Women+,25 years and over,59.5,1501.4,8.6
2021-02,Alberta,Women+,55 years and over,34.8,581.7,10.3
2021-02,British Columbia,Men+,15 to 24 years,57.2,304.2,13.0
2021-02,British Columbia,Men+,15 to 64 years,77.9,1687.8,6.9
2021-02,British Columbia,Men+,15 years and over,65.7,2134.5,6.9
2021-02,British Columbia,Men+,25 to 54 years,86.9,1041.0,5.9
2021-02,British Columbia,Men+,25 years and over,67.1,1830.3,6.0
2021-02,British Columbia,Men+,55 years and over,40.9,789.3,6.0
2021-02,British Columbia,Total - Gender,15 to 24 years,56.0,595.5,14.7
2021-02,British Columbia,Total - Gender,15 to 64 years,74.3,3386.3,7.3
2021-02,British Columbia,Total - Gender,15 years and over,61.4,4334.5,7.3
2021-02,British Columbia,Total - Gender,25 to 54 years,83.3,2088.0,5.8
2021-02,British Columbia,Total - Gender,25 years and over,62.3,3739.0,6.1
2021-02,British Columbia,Total - Gender,55 years and over,35.7,1651.0,7.0
2021-02,British Columbia,Women+,15 to 24 years,54.7,291.4,16.5
2021-02,British Columbia,Women+,15 to 64 years,70.7,1698.5,7.7
2021-02,British Columbia,Women+,15 years and over,57.3,2200.1,7.7
2021-02,British Columbia,Women+,25 to 54 years,79.7,1047.0,5.7
2021-02,British Columbia,Women+,25 years and over,57.6,1908.7,6.3
2021-02,British Columbia,Women+,55 years and over,30.9,861.7,8.0
2021-02,Manitoba,Men+,15 to 24 years,53.1,88.9,16.2
2021-02,Manitoba,Men+,15 to 64 years,76.9,431.2,6.8
2021-02,Manitoba,Men+,15 years and over,66.3,529.6,6.9
2021-02,Manitoba,Men+,25 to 54 years,86.9,258.9,5.4
2021-02,Manitoba,Men+,25 years and over,69.0,440.6,5.3
2021-02,Manitoba,Men+,55 years and over,43.4,181.8,4.8
2021-02,Manitoba,Total - Gender,15 to 24 years,55.8,168.6,15.4
2021-02,Manitoba,Total - Gender,15 to 64 years,73.2,845.8,7.0
2021-02,Manitoba,Total - Gender,15 years and over,61.4,1058.8,7.0
2021-02,Manitoba,Total - Gender,25 to 54 years,82.5,509.7,5.5
2021-02,Manitoba,Total - Gender,25 years and over,62.5,890.2,5.5
2021-02,Manitoba,Total - Gender,55 years and over,35.6,380.5,5.2
2021-02,Manitoba,Women+,15 to 24 years,58.9,79.6,14.4
2021-02,Manitoba,Women+,15 to 64 years,69.4,414.6,7.2
2021-02,Manitoba,Women+,15 years and over,56.5,529.2,7.1
2021-02,Manitoba,Women+,25 to 54 years,77.9,250.8,5.6
2021-02,Manitoba,Women+,25 years and over,56.1,449.6,5.6
2021-02,Manitoba,Women+,55 years and over,28.5,198.8,5.7
2021-02,New Brunswick,Men+,15 to 24 years,64.2,40.8,14.1
2021-02,New Brunswick,Men+,15 to 64 years,72.1,238.7,11.8
2021-02,New Brunswick,Men+,15 years and over,57.4,317.5,11.8
2021-02,New Brunswick,Men+,25 to 54 years,78.7,137.1,10.8
2021-02,New Brunswick,Men+,25 years and over,56.4,276.8,11.3
2021-02,New Brunswick,Men+,55 years and over,34.5,139.6,12.4
2021-02,New Brunswick,Total - Gender,15 to 24 years,63.4,80.0,12.7
2021-02,New Brunswick,Total - Gender,15 to 64 years,71.3,482.7,9.6
2021-02,New Brunswick,Total - Gender,15 years and over,55.8,650.6,9.5
2021-02,New Brunswick,Total - Gender,25 to 54 years,79.9,279.1,8.3
2021-02,New Brunswick,Total - Gender,25 years and over,54.8,570.6,9.0
2021-02,New Brunswick,Total - Gender,55 years and over,30.7,291.5,10.6
2021-02,New Brunswick,Women+,15 to 24 years,62.3,39.3,11.2
2021-02,New Brunswick,Women+,15 to 64 years,70.5,244.0,7.4
2021-02,New Brunswick,Women+,15 years and over,54.4,333.1,7.2
2021-02,New Brunswick,Women+,25 to 54 years,81.2,141.9,5.9
2021-02,New Brunswick,Women+,25 years and over,53.3,293.8,6.5
2021-02,New Brunswick,Women+,55 years and over,27.3,151.9,8.2
2021-02,Newfoundland and Labrador,Men+,15 to 24 years,49.3,28.0,17.4
2021-02,Newfoundland and Labrador,Men+,15 to 64 years,63.9,165.3,17.2
2021-02,Newfoundland and Labrador,Men+,15 years and over,50.7,220.9,17.5
2021-02,Newfoundland and Labrador,Men+,25 to 54 years,74.9,95.0,16.1
2021-02,Newfoundland and Labrador,Men+,25 years and over,50.8,192.9,17.5
2021-02,Newfoundland and Labrador,Men+,55 years and over,27.5,97.8,21.4
2021-02,Newfoundland and Labrador,Total - Gender,15 to 24 years,47.8,54.0,19.1
2021-02,Newfoundland and Labrador,Total - Gender,15 to 64 years,62.2,331.9,14.8
2021-02,Newfoundland and Labrador,Total - Gender,15 years and over,47.7,449.4,14.9
2021-02,Newfoundland and Labrador,Total - Gender,25 to 54 years,73.1,192.1,12.7
2021-02,Newfoundland and Labrador,Total - Gender,25 years and over,47.7,395.4,14.3
2021-02,Newfoundland and Labrador,Total - Gender,55 years and over,23.8,203.3,18.8
2021-02,Newfoundland and Labrador,Women+,15 to 24 years,46.2,26.0,21.1
2021-02,Newfoundland and Labrador,Women+,15 to 64 years,60.4,166.6,12.1
2021-02,Newfoundland and Labrador,Women+,15 years and over,44.9,228.5,12.0
2021-02,Newfoundland and Labrador,Women+,25 to 54 years,71.4,97.1,9.1
2021-02,Newfoundland and Labrador,Women+,25 years and over,44.8,202.6,10.6
2021-02,Newfoundland and Labrador,Women+,55 years and over,20.3,105.5,15.4
2021-02,Nova Scotia,Men+,15 to 24 years,56.6,56.4,15.3
2021-02,Nova Scotia,Men+,15 to 64 years,72.0,307.0,10.4
2021-02,Nova Scotia,Men+,15 years and over,58.5,403.0,10.2
2021-02,Nova Scotia,Men+,25 to 54 years,82.0,175.4,8.7
2021-02,Nova Scotia,Men+,25 years and over,58.8,346.6,9.3
2021-02,Nova Scotia,Men+,55 years and over,35.0,171.3,10.6
2021-02,Nova Scotia,Total - Gender,15 to 24 years,59.2,108.7,13.9
2021-02,Nova Scotia,Total - Gender,15 to 64 years,72.0,621.1,8.6
2021-02,Nova Scotia,Total - Gender,15 years and over,57.4,827.3,8.5
2021-02,Nova Scotia,Total - Gender,25 to 54 years,82.7,358.5,7.0
2021-02,Nova Scotia,Total - Gender,25 years and over,57.2,718.6,7.7
2021-02,Nova Scotia,Total - Gender,55 years and over,31.7,360.1,9.4
2021-02,Nova Scotia,Women+,15 to 24 years,61.8,52.4,12.2
2021-02,Nova Scotia,Women+,15 to 64 years,72.1,314.2,6.7
2021-02,Nova Scotia,Women+,15 years and over,56.4,424.3,6.9
2021-02,Nova Scotia,Women+,25 to 54 years,83.4,183.2,5.3
2021-02,Nova Scotia,Women+,25 years and over,55.6,372.0,6.0
2021-02,Nova Scotia,Women+,55 years and over,28.7,188.8,8.1
2021-02,Ontario,Men+,15 to 24 years,47.1,946.1,20.2
2021-02,Ontario,Men+,15 to 64 years,74.1,4893.3,8.8
2021-02,Ontario,Men+,15 years and over,63.4,6063.0,8.7
2021-02,Ontario,Men+,25 to 54 years,84.1,2948.3,7.0
2021-02,Ontario,Men+,25 years and over,66.4,5116.9,7.0
2021-02,Ontario,Men+,55 years and over,42.3,2168.6,7.0
2021-02,Ontario,Total - Gender,15 to 24 years,46.1,1822.0,21.9
2021-02,Ontario,Total - Gender,15 to 64 years,70.4,9770.2,9.6
2021-02,Ontario,Total - Gender,15 years and over,58.7,12316.9,9.5
2021-02,Ontario,Total - Gender,25 to 54 years,80.1,5917.4,7.6
2021-02,Ontario,Total - Gender,25 years and over,60.9,10494.9,7.5
2021-02,Ontario,Total - Gender,55 years and over,36.0,4577.5,7.5
2021-02,Ontario,Women+,15 to 24 years,45.1,876.0,23.8
2021-02,Ontario,Women+,15 to 64 years,66.7,4876.9,10.5
2021-02,Ontario,Women+,15 years and over,54.1,6253.9,10.3
2021-02,Ontario,Women+,25 to 54 years,76.1,2969.1,8.2
2021-02,Ontario,Women+,25 years and over,55.6,5377.9,8.2
2021-02,Ontario,Women+,55 years and over,30.3,2408.8,8.1
2021-02,Prince Edward Island,Men+,15 to 24 years,54.4,10.3,15.2
2021-02,Prince Edward Island,Men+,15 to 64 years,74.1,49.9,10.4
2021-02,Prince Edward Island,Men+,15 years and over,62.9,64.4,10.2
2021-02,Prince Edward Island,Men+,25 to 54 years,82.0,28.4,10.4
2021-02,Prince Edward Island,Men+,25 years and over,64.3,54.1,9.4
2021-02,Prince Edward Island,Men+,55 years and over,44.6,25.8,8.0
2021-02,Prince Edward Island,Total - Gender,15 to 24 years,54.7,20.3,14.0
2021-02,Prince Edward Island,Total - Gender,15 to 64 years,71.4,101.8,9.8
2021-02,Prince Edward Island,Total - Gender,15 years and over,58.3,133.0,9.9
2021-02,Prince Edward Island,Total - Gender,25 to 54 years,80.4,58.2,8.8
2021-02,Prince Edward Island,Total - Gender,25 years and over,59.1,112.7,9.2
2021-02,Prince Edward Island,Total - Gender,55 years and over,36.3,54.5,10.0
2021-02,Prince Edward Island,Women+,15 to 24 years,54.0,10.0,14.3
2021-02,Prince Edward Island,Women+,15 to 64 years,68.8,51.9,9.2
2021-02,Prince Edward Island,Women+,15 years and over,54.2,68.6,9.5
2021-02,Prince Edward Island,Women+,25 to 54 years,78.5,29.8,7.1
2021-02,Prince Edward Island,Women+,25 years and over,54.1,58.6,8.6
2021-02,Prince Edward Island,Women+,55 years and over,28.8,28.8,12.6
2021-02,Quebec,Men+,15 to 24 years,60.2,462.8,11.2
2021-02,Quebec,Men+,15 to 64 years,77.2,2748.2,6.8
2021-02,Quebec,Men+,15 years and over,63.4,3509.1,6.7
2021-02,Quebec,Men+,25 to 54 years,86.2,1667.3,5.8
2021-02,Quebec,Men+,25 years and over,63.9,3046.3,6.1
2021-02,Quebec,Men+,55 years and over,37.0,1379.0,6.7
2021-02,Quebec,Total - Gender,15 to 24 years,59.9,904.9,11.6
2021-02,Quebec,Total - Gender,15 to 64 years,74.7,5422.9,6.6
2021-02,Quebec,Total - Gender,15 years and over,59.7,7049.6,6.6
2021-02,Quebec,Total - Gender,25 to 54 years,84.4,3283.2,5.4
2021-02,Quebec,Total - Gender,25 years and over,59.6,6144.7,5.8
2021-02,Quebec,Total - Gender,55 years and over,31.2,2861.5,7.1
2021-02,Quebec,Women+,15 to 24 years,59.6,442.1,11.9
2021-02,Quebec,Women+,15 to 64 years,72.1,2674.8,6.3
2021-02,Quebec,Women+,15 years and over,55.9,3540.5,6.5
2021-02,Quebec,Women+,25 to 54 years,82.5,1615.8,5.0
2021-02,Quebec,Women+,25 years and over,55.4,3098.4,5.6
2021-02,Quebec,Women+,55 years and over,25.8,1482.6,7.7
2021-02,Saskatchewan,Men+,15 to 24 years,49.9,67.9,18.1
2021-02,Saskatchewan,Men+,15 to 64 years,76.7,357.3,7.9
2021-02,Saskatchewan,Men+,15 years and over,66.7,443.3,7.4
2021-02,Saskatchewan,Men+,25 to 54 years,86.3,217.0,6.5
2021-02,Saskatchewan,Men+,25 years and over,69.8,375.4,5.8
2021-02,Saskatchewan,Men+,55 years and over,47.1,158.5,3.9
2021-02,Saskatchewan,Total - Gender,15 to 24 years,53.6,130.7,15.1
2021-02,Saskatchewan,Total - Gender,15 to 64 years,73.5,703.0,7.5
2021-02,Saskatchewan,Total - Gender,15 years and over,62.2,885.1,7.2
2021-02,Saskatchewan,Total - Gender,25 to 54 years,82.3,427.6,6.2
2021-02,Saskatchewan,Total - Gender,25 years and over,63.7,754.4,5.9
2021-02,Saskatchewan,Total - Gender,55 years and over,39.4,326.8,5.2
2021-02,Saskatchewan,Women+,15 to 24 years,57.8,62.8,12.1
2021-02,Saskatchewan,Women+,15 to 64 years,70.2,345.7,7.0
2021-02,Saskatchewan,Women+,15 years and over,57.8,441.8,6.9
2021-02,Saskatchewan,Women+,25 to 54 years,78.2,210.7,5.7
2021-02,Saskatchewan,Women+,25 years and over,57.8,379.0,6.0
2021-02,Saskatchewan,Women+,55 years and over,32.1,168.3,6.9
2021-03,Alberta,Men+,15 to 24 years,55.5,265.8,13.2
2021-03,Alberta,Men+,15 to 64 years,78.0,1478.6,9.3
2021-03,Alberta,Men+,15 years and over,68.3,1763.5,8.7
2021-03,Alberta,Men+,25 to 54 years,86.1,939.4,7.8
2021-03,Alberta,Men+,25 years and over,70.6,1497.8,8.1
2021-03,Alberta,Men+,55 years and over,44.6,558.4,8.9
2021-03,Alberta,Total - Gender,15 to 24 years,54.4,517.5,13.6
2021-03,Alberta,Total - Gender,15 to 64 years,73.3,2920.3,9.6
2021-03,Alberta,Total - Gender,15 years and over,63.7,3517.4,9.2
2021-03,Alberta,Total - Gender,25 to 54 years,80.6,1858.7,8.4
2021-03,Alberta,Total - Gender,25 years and over,65.3,2999.9,8.6
2021-03,Alberta,Total - Gender,55 years and over,40.3,1141.2,9.3
2021-03,Alberta,Women+,15 to 24 years,53.2,251.7,14.0
2021-03,Alberta,Women+,15 to 64 years,68.4,1441.7,10.0
2021-03,Alberta,Women+,15 years and over,59.0,1753.8,9.8
2021-03,Alberta,Women+,25 to 54 years,75.1,919.4,9.0
2021-03,Alberta,Women+,25 years and over,60.0,1502.1,9.2
2021-03,Alberta,Women+,55 years and over,36.2,582.7,9.7
2021-03,British Columbia,Men+,15 to 24 years,59.5,302.8,12.1
2021-03,British Columbia,Men+,15 to 64 years,78.9,1688.2,6.8
2021-03,British Columbia,Men+,15 years and over,66.2,2136.1,6.6
2021-03,British Columbia,Men+,25 to 54 years,87.3,1042.9,5.6
2021-03,British Columbia,Men+,25 years and over,67.3,1833.3,5.7
2021-03,British Columbia,Men+,55 years and over,40.9,790.3,6.2
2021-03,British Columbia,Total - Gender,15 to 24 years,57.7,593.1,13.7
2021-03,British Columbia,Total - Gender,15 to 64 years,75.0,3387.0,7.4
2021-03,British Columbia,Total - Gender,15 years and over,61.8,4337.9,7.2
2021-03,British Columbia,Total - Gender,25 to 54 years,83.5,2091.5,5.8
2021-03,British Columbia,Total - Gender,25 years and over,62.5,3744.8,6.1
2021-03,British Columbia,Total - Gender,55 years and over,35.8,1653.2,7.2
2021-03,British Columbia,Women+,15 to 24 years,55.8,290.3,15.4
2021-03,British Columbia,Women+,15 to 64 years,71.1,1698.8,7.9
2021-03,British Columbia,Women+,15 years and over,57.6,2201.8,7.8
2021-03,British Columbia,Women+,25 to 54 years,79.8,1048.6,6.0
2021-03,British Columbia,Women+,25 years and over,57.9,1911.5,6.6
2021-03,British Columbia,Women+,55 years and over,31.2,862.9,8.5
2021-03,Manitoba,Men+,15 to 24 years,56.2,89.1,13.9
2021-03,Manitoba,Men+,15 to 64 years,77.7,431.4,7.1
2021-03,Manitoba,Men+,15 years and over,66.8,530.2,7.0
2021-03,Manitoba,Men+,25 to 54 years,87.2,259.0,6.0
2021-03,Manitoba,Men+,25 years and over,68.9,441.1,5.8
2021-03,Manitoba,Men+,55 years and over,42.9,182.1,5.2
2021-03,Manitoba,Total - Gender,15 to 24 years,58.1,168.8,13.3
2021-03,Manitoba,Total - Gender,15 to 64 years,74.0,846.1,7.1
2021-03,Manitoba,Total - Gender,15 years and over,61.9,1059.7,6.9
2021-03,Manitoba,Total - Gender,25 to 54 years,82.6,509.8,5.9
2021-03,Manitoba,Total - Gender,25 years and over,62.6,891.0,5.6
2021-03,Manitoba,Total - Gender,55 years and over,35.9,381.1,5.0
2021-03,Manitoba,Women+,15 to 24 years,60.2,79.7,12.9
2021-03,Manitoba,Women+,15 to 64 years,70.2,414.6,7.1
2021-03,Manitoba,Women+,15 years and over,57.0,529.5,6.8
2021-03,Manitoba,Women+,25 to 54 years,77.9,250.8,5.7
2021-03,Manitoba,Women+,25 years and over,56.5,449.9,5.5
2021-03,Manitoba,Women+,55 years and over,29.4,199.1,4.7
2021-03,New Brunswick,Men+,15 to 24 years,62.5,40.8,15.6
2021-03,New Brunswick,Men+,15 to 64 years,72.3,238.8,10.8
2021-03,New Brunswick,Men+,15 years and over,58.0,317.9,10.6
2021-03,New Brunswick,Men+,25 to 54 years,81.1,137.2,8.2
2021-03,New Brunswick,Men+,25 years and over,57.3,277.1,9.7
2021-03,New Brunswick,Men+,55 years and over,34.0,139.9,13.1
2021-03,New Brunswick,Total - Gender,15 to 24 years,61.5,80.1,14.4
2021-03,New Brunswick,Total - Gender,15 to 64 years,71.3,483.0,9.6
2021-03,New Brunswick,Total - Gender,15 years and over,55.9,651.4,9.4
2021-03,New Brunswick,Total - Gender,25 to 54 years,81.1,279.3,7.7
2021-03,New Brunswick,Total - Gender,25 years and over,55.2,571.3,8.6
2021-03,New Brunswick,Total - Gender,55 years and over,30.3,292.0,10.8
2021-03,New Brunswick,Women+,15 to 24 years,60.6,39.3,13.1
2021-03,New Brunswick,Women+,15 to 64 years,70.5,244.1,8.5
2021-03,New Brunswick,Women+,15 years and over,54.0,333.4,8.2
2021-03,New Brunswick,Women+,25 to 54 years,81.2,142.0,7.2
2021-03,New Brunswick,Women+,25 years and over,53.1,294.2,7.4
2021-03,New Brunswick,Women+,55 years and over,26.9,152.1,7.7
2021-03,Newfoundland and Labrador,Men+,15 to 24 years,49.6,28.0,20.9
2021-03,Newfoundland and Labrador,Men+,15 to 64 years,64.0,165.2,15.4
2021-03,Newfoundland and Labrador,Men+,15 years and over,51.6,220.9,15.0
2021-03,Newfoundland and Labrador,Men+,25 to 54 years,73.9,94.9,13.3
2021-03,Newfoundland and Labrador,Men+,25 years and over,51.8,192.9,14.1
2021-03,Newfoundland and Labrador,Men+,55 years and over,30.5,98.0,15.8
2021-03,Newfoundland and Labrador,Total - Gender,15 to 24 years,51.6,53.9,21.0
2021-03,Newfoundland and Labrador,Total - Gender,15 to 64 years,64.1,331.7,12.9
2021-03,Newfoundland and Labrador,Total - Gender,15 years and over,50.1,449.6,12.9
2021-03,Newfoundland and Labrador,Total - Gender,25 to 54 years,75.3,192.0,10.6
2021-03,Newfoundland and Labrador,Total - Gender,25 years and over,49.9,395.7,11.6
2021-03,Newfoundland and Labrador,Total - Gender,55 years and over,25.9,203.7,14.3
2021-03,Newfoundland and Labrador,Women+,15 to 24 years,53.3,25.9,20.6
2021-03,Newfoundland and Labrador,Women+,15 to 64 years,64.2,166.5,10.3
2021-03,Newfoundland and Labrador,Women+,15 years and over,48.6,228.7,10.5
2021-03,Newfoundland and Labrador,Women+,25 to 54 years,76.8,97.0,7.8
2021-03,Newfoundland and Labrador,Women+,25 years and over,48.0,202.7,8.9
2021-03,Newfoundland and Labrador,Women+,55 years and over,21.6,105.7,12.3
2021-03,Nova Scotia,Men+,15 to 24 years,59.6,56.4,14.9
2021-03,Nova Scotia,Men+,15 to 64 years,72.6,307.3,11.2
2021-03,Nova Scotia,Men+,15 years and over,59.2,403.6,10.4
2021-03,Nova Scotia,Men+,25 to 54 years,81.6,175.7,9.4
2021-03,Nova Scotia,Men+,25 years and over,59.2,347.2,9.6
2021-03,Nova Scotia,Men+,55 years and over,36.2,171.5,10.0
2021-03,Nova Scotia,Total - Gender,15 to 24 years,61.5,108.7,13.6
2021-03,Nova Scotia,Total - Gender,15 to 64 years,71.9,621.7,9.4
2021-03,Nova Scotia,Total - Gender,15 years and over,57.2,828.4,9.2
2021-03,Nova Scotia,Total - Gender,25 to 54 years,81.6,359.0,7.7
2021-03,Nova Scotia,Total - Gender,25 years and over,56.6,719.7,8.4
2021-03,Nova Scotia,Total - Gender,55 years and over,31.7,360.6,10.4
2021-03,Nova Scotia,Women+,15 to 24 years,63.5,52.3,11.9
2021-03,Nova Scotia,Women+,15 to 64 years,71.2,314.4,7.6
2021-03,Nova Scotia,Women+,15 years and over,55.3,424.8,8.0
2021-03,Nova Scotia,Women+,25 to 54 years,81.5,183.4,6.0
2021-03,Nova Scotia,Women+,25 years and over,54.1,372.5,7.2
2021-03,Nova Scotia,Women+,55 years and over,27.6,189.1,10.6
2021-03,Ontario,Men+,15 to 24 years,50.9,943.1,15.8
2021-03,Ontario,Men+,15 to 64 years,75.4,4892.9,8.1
2021-03,Ontario,Men+,15 years and over,64.4,6065.6,7.9
2021-03,Ontario,Men+,25 to 54 years,84.9,2950.4,6.7
2021-03,Ontario,Men+,25 years and over,66.9,5122.5,6.7
2021-03,Ontario,Men+,55 years and over,42.4,2172.0,6.7
2021-03,Ontario,Total - Gender,15 to 24 years,49.4,1816.4,15.9
2021-03,Ontario,Total - Gender,15 to 64 years,71.7,9768.6,7.9
2021-03,Ontario,Total - Gender,15 years and over,59.8,12321.6,7.8
2021-03,Ontario,Total - Gender,25 to 54 years,80.9,5920.4,6.8
2021-03,Ontario,Total - Gender,25 years and over,61.6,10505.1,6.5
2021-03,Ontario,Total - Gender,55 years and over,36.8,4584.7,5.8
2021-03,Ontario,Women+,15 to 24 years,47.8,873.3,16.1
2021-03,Ontario,Women+,15 to 64 years,67.9,4875.7,7.8
2021-03,Ontario,Women+,15 years and over,55.4,6256.0,7.7
2021-03,Ontario,Women+,25 to 54 years,76.9,2970.0,7.0
2021-03,Ontario,Women+,25 years and over,56.7,5382.7,6.4
2021-03,Ontario,Women+,55 years and over,31.8,2412.7,4.6
2021-03,Prince Edward Island,Men+,15 to 24 years,56.3,10.3,14.7
2021-03,Prince Edward Island,Men+,15 to 64 years,74.8,50.0,10.1
2021-03,Prince Edward Island,Men+,15 years and over,64.0,64.5,9.4
2021-03,Prince Edward Island,Men+,25 to 54 years,82.8,28.5,9.2
2021-03,Prince Edward Island,Men+,25 years and over,65.4,54.3,8.7
2021-03,Prince Edward Island,Men+,55 years and over,46.1,25.8,7.8
2021-03,Prince Edward Island,Total - Gender,15 to 24 years,56.2,20.3,12.9
2021-03,Prince Edward Island,Total - Gender,15 to 64 years,72.1,102.0,9.1
2021-03,Prince Edward Island,Total - Gender,15 years and over,59.3,133.3,8.8
2021-03,Prince Edward Island,Total - Gender,25 to 54 years,81.2,58.4,7.8
2021-03,Prince Edward Island,Total - Gender,25 years and over,59.8,113.0,7.9
2021-03,Prince Edward Island,Total - Gender,55 years and over,37.2,54.6,8.1
2021-03,Prince Edward Island,Women+,15 to 24 years,56.4,10.1,12.5
2021-03,Prince Edward Island,Women+,15 to 64 years,69.4,52.0,7.9
2021-03,Prince Edward Island,Women+,15 years and over,54.9,68.8,7.8
2021-03,Prince Edward Island,Women+,25 to 54 years,79.6,29.9,6.3
2021-03,Prince Edward Island,Women+,25 years and over,54.7,58.7,6.9
2021-03,Prince Edward Island,Women+,55 years and over,28.8,28.8,8.8
2021-03,Quebec,Men+,15 to 24 years,61.8,461.9,13.4
2021-03,Quebec,Men+,15 to 64 years,77.3,2747.1,7.5
2021-03,Quebec,Men+,15 years and over,63.7,3510.0,7.2
2021-03,Quebec,Men+,25 to 54 years,85.3,1667.3,6.0
2021-03,Quebec,Men+,25 years and over,64.0,3048.1,6.2
2021-03,Quebec,Men+,55 years and over,38.2,1380.8,6.6
2021-03,Quebec,Total - Gender,15 to 24 years,61.2,903.4,11.9
2021-03,Quebec,Total - Gender,15 to 64 years,75.0,5420.6,6.7
2021-03,Quebec,Total - Gender,15 years and over,60.0,7051.4,6.7
2021-03,Quebec,Total - Gender,25 to 54 years,84.1,3282.9,5.5
2021-03,Quebec,Total - Gender,25 years and over,59.8,6148.0,5.8
2021-03,Quebec,Total - Gender,55 years and over,31.9,2865.1,6.9
2021-03,Quebec,Women+,15 to 24 years,60.6,441.5,10.2
2021-03,Quebec,Women+,15 to 64 years,72.6,2673.6,5.9
2021-03,Quebec,Women+,15 years and over,56.3,3541.4,6.1
2021-03,Quebec,Women+,25 to 54 years,82.8,1615.6,4.9
2021-03,Quebec,Women+,25 years and over,55.7,3099.9,5.4
2021-03,Quebec,Women+,55 years and over,26.1,1484.3,7.2
2021-03,Saskatchewan,Men+,15 to 24 years,54.9,67.8,16.2
2021-03,Saskatchewan,Men+,15 to 64 years,77.2,357.0,8.3
2021-03,Saskatchewan,Men+,15 years and over,67.2,443.2,7.7
2021-03,Saskatchewan,Men+,25 to 54 years,85.8,216.8,7.0
2021-03,Saskatchewan,Men+,25 years and over,69.4,375.4,6.3
2021-03,Saskatchewan,Men+,55 years and over,47.1,158.6,4.5
2021-03,Saskatchewan,Total - Gender,15 to 24 years,56.0,130.6,13.0
2021-03,Saskatchewan,Total - Gender,15 to 64 years,74.0,702.4,7.3
2021-03,Saskatchewan,Total - Gender,15 years and over,62.4,885.0,7.0
2021-03,Saskatchewan,Total - Gender,25 to 54 years,81.7,427.3,6.5
2021-03,Saskatchewan,Total - Gender,25 years and over,63.5,754.4,6.0
